Source Subdivision,Signal BaseName,base_is_other,Signal,Compute From Base,Name,Member API Name,Member Short Name,Member Description,Include in indicator app,Active,Short Description,Description,"Pathogen/
Disease Area",Indicator Type,Geographic Coverage,Geographic Levels,Delphi-Aggregated Geography,Temporal Scope Start,Temporal Scope Start Note,Temporal Scope End,Temporal Scope End Note,Indicator Set,Time Type,Time Label,Reporting Cadence,Typical Reporting Lag,Typical Revision Cadence,Population,Demographic Breakdown,Surveillance Categories,Data Censoring,Missingness,Value Label,Format,Category,High Values Are,Is Smoothed,Is Weighted,Is Cumulative,Has StdErr,Has Sample Size,Who may access this indicator?,Who may be told about this indicator?,Data Use Terms,Use Restrictions,Link to DUA,Link
fb-survey,smoothed_wvaccine_barrier_appointment_location_tried,TRUE,smoothed_vaccine_barrier_appointment_location_tried,FALSE,Vaccine Barrier (Among Unvaccinated): Appointment Locations (Unweighted),smoothed_vaccine_barrier_appointment_location_tried,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,state,nation","county,state,nation",2021-12-19,"Start dates vary by geo: county 2021-12-24, nation 2021-12-19, state 2021-12-24",2022-06-27,"End dates vary by geo: county 2022-06-25, nation 2022-06-27, state 2022-06-25",CTIS: Vaccination Indicators,day,Day,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,,,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_appointment_time,FALSE,smoothed_wvaccine_barrier_appointment_time,FALSE,Vaccine Barrier: Appointment Times,smoothed_wvaccine_barrier_appointment_time,,"Estimated percentage of respondents who report lack of vaccine or vaccine appointments as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.
",TRUE,FALSE,"Estimated percentage of respondents who report lack of vaccine or vaccine appointments as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.","Estimated percentage of respondents who report lack of vaccine or vaccine appointments as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.

Based on survey items V15a and V15b. These items were shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-06-04,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_appointment_time,TRUE,smoothed_vaccine_barrier_appointment_time,FALSE,Vaccine Barrier: Appointment Times (Unweighted),smoothed_vaccine_barrier_appointment_time,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-06-04,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_appointment_time_has,FALSE,smoothed_wvaccine_barrier_appointment_time_has,FALSE,Vaccine Barrier (Among Vaccinated): Appointment Times,smoothed_wvaccine_barrier_appointment_time_has,,"Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have already been vaccinated.",TRUE,FALSE,"Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have already been vaccinated.","Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have already been vaccinated.

Based on survey item V15a. This item was shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-07-30,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_appointment_time_has,TRUE,smoothed_vaccine_barrier_appointment_time_has,FALSE,Vaccine Barrier (Among Vaccinated): Appointment Times (Unweighted),smoothed_vaccine_barrier_appointment_time_has,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-07-30,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_appointment_time_tried,FALSE,smoothed_wvaccine_barrier_appointment_time_tried,FALSE,Vaccine Barrier (Among Unvaccinated): Appointment Times,smoothed_wvaccine_barrier_appointment_time_tried,,"Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have tried to get vaccinated.",TRUE,FALSE,"Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have tried to get vaccinated.","Estimated percentage of respondents who report available appointment times as a barrier to getting the vaccine, among those who have tried to get vaccinated.

Based on survey item V15b. This item was shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,msa,state,nation","county,msa,state,nation",2021-07-30,"Start dates vary by geo: county 2021-08-03, msa 2021-08-08, nation 2021-07-30, state 2021-08-03",2022-06-25,"End dates vary by geo: county 2022-06-25, msa 2021-09-19, nation 2022-06-25, state 2022-06-25",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_appointment_time_tried,TRUE,smoothed_vaccine_barrier_appointment_time_tried,FALSE,Vaccine Barrier (Among Unvaccinated): Appointment Times (Unweighted),smoothed_vaccine_barrier_appointment_time_tried,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,msa,state,nation","county,msa,state,nation",2021-07-30,"Start dates vary by geo: county 2021-08-03, msa 2021-08-08, nation 2021-07-30, state 2021-08-03",2022-06-27,"End dates vary by geo: county 2022-06-25, msa 2021-09-19, nation 2022-06-27, state 2022-06-25",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_childcare,FALSE,smoothed_wvaccine_barrier_childcare,FALSE,Vaccine Barrier: Childcare,smoothed_wvaccine_barrier_childcare,,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.",TRUE,FALSE,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.","Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated or have tried to get vaccinated.

Based on survey items V15a and V15b. These items were shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-06-04,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_childcare,TRUE,smoothed_vaccine_barrier_childcare,FALSE,Vaccine Barrier: Childcare (Unweighted),smoothed_vaccine_barrier_childcare,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-06-04,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_childcare_has,FALSE,smoothed_wvaccine_barrier_childcare_has,FALSE,Vaccine Barrier (Among Vaccinated): Childcare,smoothed_wvaccine_barrier_childcare_has,,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated.",TRUE,FALSE,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated.","Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have already been vaccinated.

Based on survey item V15a. This item was shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-07-30,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_childcare_has,TRUE,smoothed_vaccine_barrier_childcare_has,FALSE,Vaccine Barrier (Among Vaccinated): Childcare (Unweighted),smoothed_vaccine_barrier_childcare_has,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,hrr,msa,state,nation","county,hrr,msa,state,nation",2021-07-30,NA,2022-02-19,"End dates vary by geo: county 2022-02-18, hrr 2022-02-17, msa 2022-02-18, nation 2022-02-19, state 2022-02-18",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
fb-survey,smoothed_wvaccine_barrier_childcare_tried,FALSE,smoothed_wvaccine_barrier_childcare_tried,FALSE,Vaccine Barrier (Among Unvaccinated): Childcare,smoothed_wvaccine_barrier_childcare_tried,,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have tried to get vaccinated.",TRUE,FALSE,"Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have tried to get vaccinated.","Estimated percentage of respondents who report lack of childcare as a barrier to getting the vaccine, among those who have tried to get vaccinated.

Based on survey item V15b. This item was shown to respondents starting in Wave 11, May 19, 2021.",covid,Self-reported (survey),United States,"county,msa,state,nation","county,msa,state,nation",2021-07-30,"Start dates vary by geo: county 2021-08-03, msa 2021-08-08, nation 2021-07-30, state 2021-08-03",2022-06-25,"End dates vary by geo: county 2022-06-25, msa 2021-09-19, nation 2022-06-25, state 2022-06-25",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,TRUE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,https://cmu-delphi.github.io/delphi-epidata/api/covidcast-signals/fb-survey.html#barriers-to-accessing-vaccination
fb-survey,smoothed_wvaccine_barrier_childcare_tried,TRUE,smoothed_vaccine_barrier_childcare_tried,FALSE,Vaccine Barrier (Among Unvaccinated): Childcare (Unweighted),smoothed_vaccine_barrier_childcare_tried,,,TRUE,FALSE,,,covid,Self-reported (survey),United States,"county,msa,state,nation","county,msa,state,nation",2021-07-30,"Start dates vary by geo: county 2021-08-03, msa 2021-08-08, nation 2021-07-30, state 2021-08-03",2022-06-27,"End dates vary by geo: county 2022-06-25, msa 2021-09-19, nation 2022-06-27, state 2022-06-25",CTIS: Vaccination Indicators,day,Date,daily,1 day,"Daily, for 5 consecutive issues for each report date",Adult Facebook users,"None. However, contingency tables containing demographic breakdowns of survey data are available for download (https://cmu-delphi.github.io/delphi-epidata/symptom-survey/contingency-tables.html).",population,"Discarded if an estimate is based on fewer than 100 survey responses. For signals reported using a 7-day average (those beginning with 'smoothed_'), this means a geographic area must have at least 100 responses in 7 days to be reported.

  This affects some items more than others. For instance, some survey items are only asked of a subset of survey respondents. It also affects some geographic areas more than others, particularly rural areas with low population densities. When doing analysis of county-level data, one should be aware that missing counties are typically more rural and less populous than those present in the data, which may introduce bias into the analysis.","Geographic coverage varies widely by signal, with anywhere from 0.4% to 25% of counties available and 15% to 100% of states. A handful of signals are available for 40-50% of counties, and all states and some territories. Signals based on questions that were asked to a subset of survey respondents are available for fewer locations. Availability declines over time as survey response rate decreases. A missing value indicates no valid data OR, for test positivity, that the value was censored due to small sample size (<= 5)",Percentage,percent,public,bad,TRUE,FALSE,FALSE,TRUE,TRUE,public,public,CC BY,"Aggregationed signals must be based on 100 or more survey responses. Delphi aggregated data has no use restrictions. Raw data users must sign DUA with Delphi, and the proposed research purpose must be consistent with the consent language used in Wave 1, regardless of which survey wave the data they're using comes from. Part- or full-time Facebook employees are not eligible to receive data access.",NA,
